natural_cost,rationality,actor_reward,actor_action,model_reward_0,model_cooperation,model_reward_1
[1.25 1.75],1.0,[0 9],[1 0],4.499999999999882,-1.7763568394002505e-15,4.500000000000007
[1.25 1.75],1.0,[0 9],[2 0],4.499999999999908,-1.4654943925052066e-14,4.500000000000004
[1.25 1.75],1.0,[0 9],[3 0],4.500000000000073,-3.9968028886505635e-15,4.4999999999999964
