natural_cost,rationality,actor_reward,actor_action,model_reward_0,model_cooperation,model_reward_1
[1.25 2.25],1.0,[0 9],[1 0],4.499999999999917,-5.5067062021407764e-14,4.500000000000007
[1.25 2.25],1.0,[0 9],[2 0],4.499999999999922,-1.2079226507921703e-13,4.500000000000004
[1.25 2.25],1.0,[0 9],[3 0],4.500000000000062,-6.705747068735946e-14,4.4999999999999964
