~key~,~unique_id~,~results~,~completion_date~
~266~,~tQCms9k~,~{"setup":{"condition":"none","side":"right","object":"rulers","doors":"open"},"trials":[{"trial_num":1,"target":"1"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":768,"screenW":1366},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"43","gender":"Male","education":"2","problems":"","fairprice":"$.45","comments":""},"time_in_minutes":3.3665833333333333}~,~2019-09-17 07:49:43~
~267~,~LbIhFsC~,~{"setup":{"condition":"none","side":"left","object":"rulers","doors":"open"},"trials":[{"trial_num":1,"target":"0"},{"exclusion_num":1,"target":"0"},{"exclusion_num":2,"target":"1"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":768,"screenW":1366},"subject_information":{"language":"ENGLISH","enjoyment":"1","asses":"Yes","age":"61","gender":"Male","education":"3","problems":"NO","fairprice":"10","comments":"ITS VERY INTERESTING"},"time_in_minutes":4.391916666666667}~,~2019-09-17 07:49:47~
~268~,~miKgpSU~,~{"setup":{"condition":"none","side":"left","object":"books","doors":"open"},"trials":[{"trial_num":1,"target":"0"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":864,"screenW":1536},"subject_information":{"language":"English","enjoyment":"1","asses":"Yes","age":"38","gender":"Male","education":"2","problems":"No","fairprice":".45","comments":""},"time_in_minutes":0.9353333333333333}~,~2019-09-17 07:49:59~
~269~,~S7v4jTl~,~{"setup":{"condition":"none","side":"right","object":"hat","doors":"closed"},"trials":[{"trial_num":1,"target":"0"},{"exclusion_num":1,"target":"0"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":768,"screenW":1366},"subject_information":{"language":"English","enjoyment":"1","asses":"Yes","age":"48","gender":"Male","education":"3","problems":"no","fairprice":"$20","comments":"no"},"time_in_minutes":3.1529166666666666}~,~2019-09-17 07:51:50~
~270~,~sPvYlxw~,~{"setup":{"condition":"none","side":"left","object":"cinderblocks","doors":"open"},"trials":[{"trial_num":1,"target":"1"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":1440,"screenW":2560},"subject_information":{"language":"english","enjoyment":"1","asses":"Yes","age":"24","gender":"Female","education":"2","problems":"no","fairprice":"$0.50","comments":""},"time_in_minutes":1.4021333333333332}~,~2019-09-17 07:51:52~
~271~,~wdblJMb~,~{"setup":{"condition":"none","side":"left","object":"hat","doors":"closed"},"trials":[{"trial_num":1,"target":"0"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Mac","screenH":1440,"screenW":2560},"subject_information":{"language":"english","enjoyment":"2","asses":"Yes","age":"55","gender":"Female","education":"3","problems":"no","fairprice":".50","comments":"thanks!"},"time_in_minutes":1.4384}~,~2019-09-17 07:52:06~
~272~,~fn685wq~,~{"setup":{"condition":"none","side":"right","object":"hat","doors":"closed"},"trials":[{"trial_num":1,"target":"1"},{"exclusion_num":1,"target":"2"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":720,"screenW":1280},"subject_information":{"language":"Chinese","enjoyment":"2","asses":"Yes","age":"34","gender":"Female","education":"3","problems":"no, thanks!","fairprice":"0.4","comments":""},"time_in_minutes":9.921716666666667}~,~2019-09-17 07:52:43~
~273~,~4YxkHWo~,~{"setup":{"condition":"none","side":"right","object":"fishbowl","doors":"closed"},"trials":[{"trial_num":1,"target":"1"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"1"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":1080,"screenW":1920},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"28","gender":"Male","education":"3","problems":"","fairprice":".5","comments":""},"time_in_minutes":1.9947833333333334}~,~2019-09-17 07:52:53~
~274~,~D99gKVq~,~{"setup":{"condition":"none","side":"right","object":"hat","doors":"closed"},"trials":[{"trial_num":1,"target":"0"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"1"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":768,"screenW":1024},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"33","gender":"Male","education":"3","problems":"","fairprice":"0.5","comments":""},"time_in_minutes":0.8687}~,~2019-09-17 07:53:46~
~275~,~E8V1ipS~,~{"setup":{"condition":"none","side":"right","object":"tape","doors":"closed"},"trials":[{"trial_num":1,"target":"0"},{"exclusion_num":1,"target":"0"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":864,"screenW":1536},"subject_information":{"language":"eng","enjoyment":"0","asses":"Yes","age":"35","gender":"Male","education":"1","problems":"","fairprice":"","comments":""},"time_in_minutes":0.7985166666666667}~,~2019-09-17 07:54:26~
~276~,~v6yR42v~,~{"setup":{"condition":"none","side":"right","object":"books","doors":"open"},"trials":[{"trial_num":1,"target":"1"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Firefox","OS":"Windows","screenH":1080,"screenW":1920},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"25","gender":"Female","education":"3","problems":"No","fairprice":"0.45","comments":""},"time_in_minutes":0.6190666666666667}~,~2019-09-17 07:58:05~
~277~,~F2tLbU4~,~{"setup":{"condition":"none","side":"left","object":"cinderblocks","doors":"open"},"trials":[{"trial_num":1,"target":"1"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":768,"screenW":1366},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"45","gender":"Female","education":"3","problems":"","fairprice":".50","comments":""},"time_in_minutes":2.1158166666666665}~,~2019-09-17 08:01:04~
~278~,~vW9sp8z~,~{"setup":{"condition":"none","side":"left","object":"cinderblocks","doors":"open"},"trials":[{"trial_num":1,"target":"1"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Firefox","OS":"Windows","screenH":720,"screenW":1280},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"44","gender":"Male","education":"3","problems":"No","fairprice":"Yes","comments":"I will force my way out that door, cinderblocks be damned!"},"time_in_minutes":1.7887333333333333}~,~2019-09-17 08:01:08~
~279~,~eo4sd9f~,~{"setup":{"condition":"none","side":"left","object":"tape","doors":"closed"},"trials":[{"trial_num":1,"target":"1"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":1080,"screenW":1920},"subject_information":{"language":"English","enjoyment":"1","asses":"Yes","age":"35","gender":"Male","education":"1","problems":"no","fairprice":"yes","comments":""},"time_in_minutes":1.1784333333333334}~,~2019-09-17 08:01:13~
~280~,~pEO8tqx~,~{"setup":{"condition":"none","side":"left","object":"cinderblocks","doors":"open"},"trials":[{"trial_num":1,"target":"1"},{"exclusion_num":1,"target":"0"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":768,"screenW":1366},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"60","gender":"Male","education":"2","problems":"no","fairprice":".45","comments":""},"time_in_minutes":2.086316666666667}~,~2019-09-17 08:04:34~
~281~,~YQJjHlu~,~{"setup":{"condition":"none","side":"left","object":"hat","doors":"closed"},"trials":[{"trial_num":1,"target":"0"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":1080,"screenW":1920},"subject_information":{"language":"English","enjoyment":"2","asses":"Yes","age":"27","gender":"Male","education":"2","problems":"No","fairprice":"40 cents","comments":""},"time_in_minutes":9.570033333333333}~,~2019-09-17 08:05:41~
~282~,~pxmlevd~,~{"setup":{"condition":"none","side":"left","object":"rulers","doors":"open"},"trials":[{"trial_num":1,"target":"0"},{"exclusion_num":1,"target":"1"},{"exclusion_num":2,"target":"0"}],"system":{"Browser":"Chrome","OS":"Windows","screenH":864,"screenW":1536},"subject_information":{"language":"English","enjoyment":"1","asses":"Yes","age":"44","gender":"Female","education":"3","problems":"no","fairprice":"0.50","comments":""},"time_in_minutes":1.2397333333333334}~,~2019-09-17 08:07:57~
