0.9999092022016288,4.539580754881622e-05,2.0609664742275356e-09,9.356773317276616e-14
4.539580754881622e-05,2.0609664742275356e-09,9.356773317276616e-14,4.247968514078508e-18
2.0609664742275356e-09,9.356773317276616e-14,4.247968514078508e-18,1.928574721724114e-22
9.356773317276616e-14,4.247968514078508e-18,1.928574721724114e-22,8.755715690797854e-27

0.999088590916358,3.05629068765135e-07,5.1045252593166915e-12,1.2718440103583792e-16
0.0009110508680478908,2.0592750683042856e-09,1.5454089341811952e-14,1.1597716160443293e-19
5.0519457165202905e-08,3.7912447083001144e-13,4.244482266632787e-18,3.1853252228364925e-23
2.293590220271746e-12,4.6787676669597936e-17,7.814337764063878e-22,8.748529999246514e-27

0.982012589724504,2.0241523256926883e-09,1.243682172453904e-14,1.700635386952655e-19
0.01798618797758429,2.024078806590931e-09,2.5109054006486145e-15,3.1148223628826438e-21
1.2181928476347411e-06,1.511148512036731e-12,4.17193736430601e-18,5.17536176214732e-24
5.530637192138079e-11,5.069338509988105e-16,3.114709229627156e-21,8.599003811025979e-27

0.7310423123811904,1.0153227754303802e-11,2.2949639268829093e-17,1.7222689702304577e-22
0.26893543735146447,1.5067905103203504e-09,3.0897951402753353e-16,6.335873463152828e-23
2.2247735775351493e-05,4.5618907598073766e-12,3.1057267186028333e-18,6.368542445971605e-25
1.0100593990939723e-09,4.1599059126981356e-15,9.402757664745958e-21,6.401379876352445e-27

0.11919231377325064,1.1154377590833354e-14,9.275185310503168e-21,3.820067348013813e-26
0.8807186930318519,2.4567366930056766e-10,8.327397540753516e-18,2.82266919361665e-25
8.898890602542173e-05,3.016219143236879e-12,5.063711734166373e-19,1.7164045606610045e-26
4.040163455114528e-09,7.476459766601127e-15,6.216891013151239e-21,1.0437087783861652e-27

0.006692030533516066,4.2197865436558384e-18,1.2908424957267092e-24,2.9177292528717725e-30
0.9931853922899808,1.3793302975626012e-11,7.728457756776606e-20,4.330294158246726e-28
0.00012257159714996303,6.867281182660924e-13,2.843011639360409e-20,1.5929538701243474e-28
5.564868228099169e-09,4.627137663658611e-15,1.4154521485945759e-21,5.859883739102733e-29

0.0003352996030045729,1.4246267209006147e-21,1.6032061694627585e-28,1.9887693653746843e-34
0.9995140296283473,6.911039913350871e-13,6.400911741092748e-22,5.928437924097321e-31
0.00015066392749643623,1.3953148942274603e-13,1.4244714952220604e-21,1.3193262422062814e-30
6.840318061976525e-09,2.5556083738742766e-15,2.875958348679413e-22,2.936054582437419e-30

1.6698347399657007e-05,4.780540659953888e-25,1.979114059432938e-32,1.3473771594219723e-38
0.9997992186165849,3.441785923154069e-14,5.269339344406552e-24,8.067305098704725e-34
0.00018407467870853192,2.8178959807967395e-14,7.09404952316702e-23,1.0860917877581581e-32
8.357243085032633e-09,1.4029477984945679e-15,5.808116508474273e-23,1.4621925872434228e-31

8.313410710996459e-07,1.6036819406960214e-28,2.442404347376167e-36,9.125553848530021e-43
0.9997743337064744,1.7135216601789829e-15,4.336464432731467e-26,1.097443015361779e-36
0.00022482474504784394,5.6890922614349915e-15,3.531831377004817e-24,8.938119374100556e-35
1.0207398376276776e-08,7.699349125605313e-16,1.1726093123043898e-23,7.279647036555638e-33

4.1388007129884514e-08,5.379587734936651e-32,3.0140734996722677e-40,6.180431783777984e-47
0.999725356786927,8.530704082127493e-17,3.5686581132253533e-28,1.492880377338417e-39
0.00027458935821722785,1.148551650158647e-15,1.7583091620828475e-25,7.355552597319133e-37
1.2466846983889631e-08,4.22528539216898e-16,2.3673413942822782e-24,3.6241452987939925e-34

0.9933042170372395,0.006692709622323866,8.259459833000199e-07,6.832560966874852e-11
2.245194731847588e-06,2.047352585129816e-09,5.623075904975597e-13,1.544383847841835e-16
8.345422479103848e-11,2.2921104834260357e-14,4.219908197249236e-18,1.1590023270787382e-21
3.788798741956053e-15,3.8282143472367114e-19,4.7243918259429836e-23,8.697879067118365e-27

0.9999092022016288,4.539580754881622e-05,2.0609664742275356e-09,9.356773317276616e-14
4.539580754881622e-05,2.0609664742275356e-09,9.356773317276616e-14,4.247968514078508e-18
2.0609664742275356e-09,9.356773317276616e-14,4.247968514078508e-18,1.928574721724114e-22
9.356773317276616e-14,4.247968514078508e-18,1.928574721724114e-22,8.755715690797854e-27

0.999088590916358,3.0562906876513553e-07,5.104525259316728e-12,1.2718440103583792e-16
0.0009110508680478932,2.0592750683043e-09,1.5454089341811952e-14,1.1597716160443209e-19
5.051945716520326e-08,3.791244708300128e-13,4.244482266632787e-18,3.1853252228364925e-23
