natural_cost,rationality,actor_reward,actor_action,model_reward_0,model_cooperation,model_reward_1
[1.75 2.25],1.0,[0 9],[1 0],5.047830851547418,14.039496046935787,4.209958774883365
[1.75 2.25],1.0,[0 9],[2 0],5.828236132025088,9.39500170319684,5.07126209300164
[1.75 2.25],1.0,[0 9],[3 0],6.379178232289101,4.486135743526349,5.995784570398039
