natural_cost,rationality,actor_reward,actor_action,model_reward_0,model_cooperation,model_reward_1
[1.75 2.25],1.0,[0 9],[1 0],4.251943523378161,12.502980897648168,3.5002176972232073
[1.75 2.25],1.0,[0 9],[2 0],4.843733771150706,10.993901582154459,4.269029354563514
[1.75 2.25],1.0,[0 9],[3 0],5.306333797355112,6.8398504481086935,5.5986042111103735
