natural_cost,rationality,actor_reward,actor_action,model_reward_0,model_cooperation,model_reward_1
[1.75 1.25],1.0,[0 9],[1 0],4.401945497717555,12.152564219082773,3.642699545396469
[1.75 1.25],1.0,[0 9],[2 0],4.8881232596010324,10.582892270537888,4.493595035477392
[1.75 1.25],1.0,[0 9],[3 0],5.37718331740274,6.465138105951377,5.874939216719619
