natural_cost,rationality,actor_reward,actor_action,model_reward_0,model_cooperation,model_reward_1
[1.75 1.25],1.0,[0 9],[1 0],5.27041163638473,13.5746726657761,4.462626918912073
[1.75 1.25],1.0,[0 9],[2 0],6.010709728269365,9.111604699435716,5.48138056017554
[1.75 1.25],1.0,[0 9],[3 0],6.595943673447687,4.150226265526083,6.451775841313502
